ID,CSE1,CSE2,CSE3,CSE4,SECTION
15359,edf43**&%&,#%%$64asdgfw,sada84dsffw,sada48vgfs,A
15360,ddsfs64asdgfw,cxscc80xfsadf,sada32**&%&,ddfs42dsfy,D
15361,#%%$27$*%^&,ddsfs42vgfs,#%%$58dsfy,bffdd77**^&$,A
15362,bffdd85**&%&,ddsfs70**^&$,H%d%74xfsadf,#%%$36xdff,B
15363,sada53xfsadf,#%%$51xdff,**$@%76**^&$,ddsfs71**&%&,C
15364,edf51$*%^&,sada45vgfs,H%d%31**^&$,ddsfs64**^&$,C
15365,ddsfs85vgfs,cxscc60**^&$,sada61dsffw,cxscc31dsfy,D
15366,**$@%64dsffw,bffdd65vgfs,**$@%25**&%&,sada72asdgfw,B
15367,ddsfs42xdff,H%d%48dsffw,**$@%47xfsadf,ddsfs92**^&$,A
15368,#%%$81adsfy,dsfe70xdff,ddfs47adsfy,ddsfs57vgfs,B
15369,sada85$*%^&,**$@%46dsfy,sada65$*%^&,cxscc77vgfs,D
15370,dsfe35**&%&,ddfs46xfsadf,edf76**^&$,ddsfs76dsfy,D
15371,#%%$73asdgfw,cxscc49**^&$,H%d%37**&%&,bffdd93**&%&,A
15372,bffdd87vgfs,cxscc68asdgfw,cxscc32xdff,#%%$32xdff,A
15373,sada63**&%&,ddsfs31dsffw,dsfe30vgfs,ddfs46dsffw,D
15374,H%d%55adsfy,edf68vgfs,#%%$53**&%&,H%d%48adsfy,D
15375,cxscc30**&%&,cxscc78vgfs,sada71dsffw,cxscc49adsfy,A
15376,#%%$47xfsadf,bffdd66xdff,sada94**&%&,ddfs85xdff,A
15377,#%%$83$*%^&,cxscc46**^&$,cxscc92**&%&,ddsfs87dsffw,A
15378,bffdd91**&%&,#%%$84asdgfw,bffdd30xfsadf,bffdd46xdff,A
15379,H%d%32adsfy,#%%$73xfsadf,cxscc58xfsadf,**$@%78$*%^&,C
15380,dsfe43vgfs,ddfs45xdff,dsfe29asdgfw,bffdd51adsfy,B
15381,cxscc45**^&$,ddfs57vgfs,dsfe61vgfs,#%%$65xdff,D
15382,dsfe27vgfs,#%%$78adsfy,dsfe36vgfs,cxscc60adsfy,D
15383,dsfe58$*%^&,edf79asdgfw,**$@%59adsfy,sada36vgfs,C
15384,bffdd35adsfy,cxscc83vgfs,dsfe47xfsadf,**$@%32asdgfw,A
15385,sada40**^&$,dsfe54**^&$,ddsfs80dsfy,cxscc71adsfy,C
15386,H%d%30adsfy,cxscc76**&%&,**$@%76dsffw,H%d%57**&%&,A
15387,dsfe64xdff,H%d%82**&%&,#%%$90**^&$,**$@%47xdff,A
15388,dsfe94dsffw,#%%$93asdgfw,ddfs29$*%^&,**$@%29$*%^&,B
15389,edf52adsfy,#%%$82$*%^&,H%d%36**^&$,#%%$60xfsadf,A
15390,edf45adsfy,H%d%43dsffw,dsfe65**^&$,dsfe89dsfy,B
15391,edf34**&%&,ddsfs44dsfy,edf53**&%&,bffdd78**^&$,C
15392,#%%$51asdgfw,H%d%55**&%&,sada45$*%^&,sada71asdgfw,A
15393,cxscc44$*%^&,sada74**^&$,cxscc76adsfy,ddsfs31$*%^&,A
15394,#%%$69asdgfw,dsfe80**^&$,edf73**^&$,#%%$47asdgfw,A
15395,sada87dsfy,ddsfs34adsfy,ddsfs50$*%^&,#%%$60dsffw,B
15396,dsfe66xdff,ddsfs83vgfs,dsfe61adsfy,**$@%92adsfy,C
15397,dsfe59vgfs,H%d%92xfsadf,dsfe91xfsadf,cxscc41dsffw,B
15398,cxscc86vgfs,cxscc68**^&$,dsfe56xdff,cxscc70vgfs,A
15399,#%%$71$*%^&,edf58**^&$,bffdd72**&%&,sada39xdff,D
15400,dsfe44adsfy,#%%$34adsfy,sada94xfsadf,H%d%37adsfy,A
15401,sada39xfsadf,dsfe84dsffw,dsfe30xdff,ddfs80xdff,A
15402,ddfs92adsfy,H%d%48xfsadf,**$@%69asdgfw,dsfe34dsffw,C
15403,ddfs64xdff,bffdd77**^&$,sada42$*%^&,cxscc34dsfy,A
15404,**$@%71vgfs,sada33xdff,H%d%25adsfy,ddfs72dsfy,A
15405,sada64dsffw,H%d%92adsfy,cxscc26xfsadf,#%%$90dsffw,A
15406,#%%$44**&%&,edf41**^&$,**$@%79dsffw,cxscc64xfsadf,C
15407,**$@%76**^&$,dsfe28vgfs,#%%$46**^&$,cxscc67xfsadf,A
15408,ddfs29xdff,ddfs28dsffw,H%d%36**^&$,ddfs39vgfs,D
15409,edf41**&%&,bffdd50**^&$,bffdd94$*%^&,ddfs83xfsadf,A
15410,ddfs84xfsadf,cxscc29asdgfw,H%d%34asdgfw,cxscc36**&%&,D
15411,**$@%82vgfs,ddfs76$*%^&,cxscc83dsffw,ddfs41xfsadf,C
15412,#%%$64vgfs,cxscc40dsffw,cxscc43$*%^&,sada63vgfs,D
15413,bffdd25**^&$,edf78dsffw,dsfe70dsffw,edf73xdff,C
15414,dsfe31asdgfw,ddsfs69dsfy,#%%$94xfsadf,ddfs28$*%^&,C
15415,ddsfs50dsffw,bffdd91**^&$,cxscc60dsffw,bffdd88$*%^&,C
15416,cxscc44xfsadf,dsfe54vgfs,edf54**^&$,edf82**^&$,B
15417,ddfs59adsfy,bffdd82xdff,edf89dsffw,**$@%79dsfy,D
15418,cxscc91adsfy,H%d%51**^&$,sada55xdff,ddfs40**^&$,B
15419,dsfe85asdgfw,**$@%81dsffw,dsfe39vgfs,ddsfs55$*%^&,A
15420,bffdd77adsfy,**$@%25adsfy,H%d%74asdgfw,#%%$52dsfy,C
15421,ddsfs91**&%&,edf70$*%^&,#%%$44dsffw,ddfs52adsfy,A
15422,edf33xfsadf,edf56dsffw,bffdd66**&%&,ddsfs74vgfs,C
15423,H%d%84xdff,cxscc34$*%^&,H%d%45**&%&,sada69dsffw,A
15424,#%%$37vgfs,ddsfs64dsfy,edf85**&%&,sada79xfsadf,D
15425,**$@%45asdgfw,dsfe51**^&$,H%d%55xdff,H%d%47adsfy,A
15426,H%d%33adsfy,dsfe30dsfy,dsfe47$*%^&,edf92asdgfw,D
15427,#%%$39**^&$,**$@%58adsfy,H%d%48xfsadf,sada70asdgfw,C
15428,dsfe76asdgfw,sada72**^&$,#%%$38xfsadf,#%%$72xdff,B
15429,edf37**&%&,sada87dsfy,#%%$45xdff,edf50vgfs,C
15430,dsfe78$*%^&,ddsfs63xfsadf,bffdd45**&%&,sada68xdff,D
15431,ddsfs27asdgfw,#%%$31vgfs,ddfs91asdgfw,ddsfs54vgfs,D
15432,H%d%51xfsadf,**$@%45asdgfw,edf44dsffw,bffdd39**&%&,A
15433,ddfs73xfsadf,#%%$57dsffw,bffdd83dsfy,sada91xfsadf,D
15434,**$@%41**&%&,sada69xfsadf,ddfs54vgfs,#%%$86xfsadf,C
15435,edf38xdff,**$@%47dsffw,bffdd36adsfy,H%d%82vgfs,D
15436,sada50**&%&,#%%$25**^&$,ddfs44**^&$,**$@%62**&%&,D
15437,ddfs71**&%&,ddfs28vgfs,ddfs61$*%^&,edf86xfsadf,B
15438,dsfe40dsffw,H%d%34dsffw,edf53vgfs,cxscc41adsfy,D
15439,ddsfs63dsffw,edf53asdgfw,cxscc34xfsadf,cxscc35xfsadf,A
15440,**$@%44dsfy,bffdd27xdff,ddfs80asdgfw,#%%$58vgfs,A
15441,H%d%71vgfs,#%%$79**&%&,#%%$54**^&$,ddfs58xdff,C
15442,cxscc93$*%^&,H%d%75**&%&,bffdd69dsfy,edf28**&%&,D
15443,**$@%71**^&$,sada44dsfy,ddfs54adsfy,bffdd92dsffw,A
15444,#%%$46$*%^&,ddfs78vgfs,bffdd94adsfy,bffdd51adsfy,A
15445,H%d%38adsfy,edf73**&%&,cxscc70$*%^&,ddsfs52dsfy,C
15446,ddsfs66vgfs,edf38$*%^&,ddfs57xdff,edf33dsfy,D
15447,cxscc32xfsadf,**$@%44adsfy,edf81asdgfw,bffdd43dsffw,C
15448,ddfs45vgfs,#%%$38$*%^&,edf77asdgfw,dsfe61dsfy,C
15449,edf69**^&$,bffdd44adsfy,H%d%27**^&$,bffdd52dsffw,A
15450,ddfs60$*%^&,**$@%87**^&$,sada64$*%^&,edf25asdgfw,D
15451,edf42dsffw,ddsfs68$*%^&,sada69asdgfw,edf57vgfs,D
15452,H%d%60**&%&,bffdd81dsffw,**$@%54xfsadf,**$@%62$*%^&,B
15453,bffdd53xfsadf,ddfs65asdgfw,ddfs28dsffw,#%%$25xfsadf,A
15454,cxscc73adsfy,sada60xdff,bffdd41dsfy,sada73dsfy,C
15455,#%%$25**&%&,cxscc38**^&$,**$@%58$*%^&,cxscc67**^&$,A
15456,edf89dsffw,ddfs31**&%&,ddsfs54adsfy,ddfs82vgfs,A
15457,**$@%60dsffw,ddsfs84**&%&,#%%$83**&%&,sada40vgfs,B
15458,sada57vgfs,**$@%92asdgfw,dsfe35dsffw,edf90asdgfw,B
15459,#%%$73asdgfw,bffdd42asdgfw,edf79vgfs,ddfs74xfsadf,A
15460,ddfs77asdgfw,ddsfs35dsfy,#%%$59**&%&,H%d%54dsffw,C
15461,sada55dsffw,ddfs80$*%^&,cxscc79asdgfw,edf34xfsadf,B
15462,**$@%72dsfy,edf54dsfy,cxscc65xfsadf,ddfs66**&%&,A
15463,**$@%70dsffw,bffdd36adsfy,H%d%77**^&$,cxscc28xdff,C
15464,#%%$53**&%&,ddsfs59**&%&,cxscc40xfsadf,cxscc27vgfs,D
15465,#%%$67asdgfw,H%d%29xfsadf,ddfs86dsffw,**$@%25xdff,B
15466,ddsfs63dsfy,ddsfs37xdff,edf68xdff,cxscc33xdff,D
15467,ddfs85dsfy,sada54$*%^&,sada55xdff,#%%$38dsffw,B
15468,bffdd74$*%^&,H%d%59xdff,edf62asdgfw,dsfe86$*%^&,C
15469,#%%$71**&%&,edf62$*%^&,sada56xfsadf,ddfs36asdgfw,D
15470,edf91**^&$,**$@%55adsfy,**$@%29$*%^&,dsfe49**^&$,D
15471,edf94adsfy,#%%$50asdgfw,sada38vgfs,dsfe56vgfs,D
15472,bffdd39xdff,**$@%25dsffw,sada67**^&$,ddsfs93adsfy,B
15473,dsfe43dsfy,ddsfs34xdff,H%d%39xdff,ddfs69adsfy,D
15474,edf41vgfs,cxscc35$*%^&,dsfe39$*%^&,edf56**^&$,A
15475,sada91dsfy,edf32adsfy,**$@%84dsffw,edf63**^&$,B
15476,dsfe52$*%^&,#%%$94$*%^&,ddsfs90xfsadf,sada88**^&$,B
15477,bffdd77dsffw,ddsfs25adsfy,**$@%44vgfs,H%d%87**^&$,B
15478,sada39xfsadf,ddfs89**&%&,**$@%91dsffw,ddsfs84dsffw,D
15479,dsfe87dsffw,cxscc27$*%^&,bffdd59$*%^&,**$@%43**^&$,A
15480,cxscc80adsfy,#%%$82adsfy,ddfs55vgfs,H%d%94xfsadf,C
15481,cxscc70$*%^&,#%%$74vgfs,cxscc58**&%&,#%%$34**^&$,B
15482,#%%$91dsffw,ddsfs87xdff,#%%$94dsffw,H%d%87xfsadf,D
15483,**$@%60$*%^&,#%%$42vgfs,cxscc47adsfy,ddsfs58vgfs,D
15484,edf58xdff,dsfe72**^&$,sada25dsffw,#%%$50dsffw,C
15485,cxscc48$*%^&,#%%$54vgfs,H%d%46vgfs,sada28**^&$,D
15486,ddfs93$*%^&,cxscc81dsfy,bffdd62$*%^&,H%d%34vgfs,C
15487,edf41**^&$,dsfe84$*%^&,**$@%57$*%^&,ddfs43xdff,D
15488,#%%$54xdff,dsfe66**^&$,sada58asdgfw,cxscc36xfsadf,A
15489,#%%$74dsfy,**$@%52xfsadf,sada92$*%^&,**$@%65**^&$,C
15490,ddfs87**^&$,#%%$82xfsadf,cxscc76**&%&,bffdd88$*%^&,A
15491,H%d%33xfsadf,ddsfs87vgfs,dsfe61dsffw,edf67xfsadf,A
15492,bffdd25**&%&,bffdd77adsfy,bffdd94asdgfw,sada78**&%&,B
15493,ddfs42dsffw,edf65**^&$,edf31xfsadf,edf85**&%&,A
15494,cxscc74vgfs,ddsfs94xfsadf,**$@%70xfsadf,dsfe57xdff,D
15495,edf78dsfy,ddsfs60dsfy,**$@%91adsfy,cxscc50vgfs,A
15496,sada94**^&$,#%%$34xfsadf,#%%$76$*%^&,**$@%84$*%^&,B
15497,ddfs29xdff,bffdd79dsfy,dsfe48adsfy,#%%$82adsfy,A
15498,dsfe80vgfs,H%d%40$*%^&,bffdd37**&%&,edf48**&%&,A
15499,**$@%91asdgfw,cxscc70vgfs,sada74**&%&,ddfs67adsfy,D
15500,ddfs81xfsadf,cxscc25dsffw,cxscc40**&%&,edf52dsffw,B
15501,edf30$*%^&,#%%$55asdgfw,ddfs90vgfs,ddfs41**&%&,D
15502,#%%$30xdff,H%d%92$*%^&,cxscc38$*%^&,**$@%39vgfs,A
15503,ddsfs30**^&$,#%%$91asdgfw,edf30xfsadf,#%%$40$*%^&,C
15504,edf44asdgfw,H%d%41dsfy,bffdd50$*%^&,dsfe50dsfy,A
15505,ddfs73xfsadf,#%%$50**^&$,cxscc27adsfy,#%%$62$*%^&,C
15506,cxscc48**^&$,H%d%49**&%&,edf61asdgfw,**$@%65dsfy,D
15507,edf35xdff,ddfs35asdgfw,sada42vgfs,H%d%28asdgfw,D
15508,ddsfs91**&%&,edf46**&%&,H%d%56$*%^&,cxscc74asdgfw,A
15509,ddfs83xdff,cxscc83**&%&,ddsfs65**&%&,H%d%34**^&$,B
15510,dsfe43vgfs,ddsfs34xfsadf,#%%$59vgfs,H%d%86**&%&,D
15511,H%d%30adsfy,edf92$*%^&,#%%$36adsfy,ddsfs76**^&$,D
15512,cxscc46**^&$,cxscc93dsffw,#%%$93adsfy,#%%$27dsffw,C
15513,ddsfs40**^&$,ddsfs77xfsadf,ddfs67asdgfw,#%%$75xdff,C
15514,#%%$50dsffw,#%%$41xfsadf,#%%$28dsfy,cxscc31vgfs,D
15515,sada83$*%^&,**$@%43xfsadf,H%d%60dsffw,ddsfs67dsffw,B
15516,H%d%84xdff,bffdd39**&%&,edf74dsfy,sada37**^&$,B
15517,H%d%58**^&$,sada27$*%^&,cxscc40**^&$,**$@%82xfsadf,C
15518,ddfs65**^&$,**$@%91$*%^&,**$@%40xdff,bffdd69$*%^&,A
15519,ddsfs90asdgfw,ddfs43dsffw,#%%$32asdgfw,sada38**&%&,C
15520,dsfe94adsfy,ddsfs33xdff,dsfe48dsffw,**$@%76vgfs,D
15521,ddfs32**&%&,edf57asdgfw,dsfe93dsffw,sada81adsfy,B
15522,ddsfs62asdgfw,edf73**^&$,#%%$41dsffw,**$@%56asdgfw,C
15523,ddsfs80xdff,#%%$30dsffw,**$@%45**&%&,ddfs75xfsadf,A
15524,bffdd50dsfy,H%d%92dsffw,ddfs87vgfs,#%%$71vgfs,A
15525,**$@%53**^&$,ddsfs56dsffw,dsfe63dsfy,ddfs78asdgfw,A
15526,#%%$29xfsadf,**$@%41$*%^&,#%%$77**&%&,ddfs72asdgfw,D
15527,cxscc81**^&$,cxscc61vgfs,bffdd34dsffw,dsfe87asdgfw,C
15528,#%%$41**^&$,H%d%32xfsadf,**$@%78dsffw,bffdd69dsffw,A
15529,ddsfs61**^&$,edf54xdff,ddsfs44**^&$,#%%$35**^&$,C
15530,ddsfs39**^&$,dsfe33**&%&,edf52**&%&,bffdd64**^&$,A
15531,H%d%72xfsadf,ddsfs38dsffw,ddfs27asdgfw,cxscc68adsfy,B
15532,H%d%36dsfy,cxscc38$*%^&,ddfs51dsffw,dsfe94**&%&,B
15533,sada85vgfs,edf32vgfs,bffdd67dsfy,bffdd30**&%&,A
15534,ddfs63asdgfw,cxscc58xdff,ddsfs30**&%&,bffdd29dsffw,C
15535,cxscc65$*%^&,H%d%63xdff,**$@%86xdff,bffdd87adsfy,B
15536,ddsfs65vgfs,H%d%78vgfs,sada89dsffw,dsfe46**&%&,B
15537,**$@%41dsffw,bffdd40vgfs,#%%$60dsfy,**$@%42dsfy,B
15538,#%%$67asdgfw,#%%$94asdgfw,dsfe37dsfy,bffdd88adsfy,A
15539,edf27dsffw,ddfs49xdff,sada32xfsadf,H%d%57**^&$,C
15540,H%d%73adsfy,ddsfs68asdgfw,ddfs70vgfs,H%d%62xfsadf,A
15541,#%%$42dsfy,dsfe90**^&$,dsfe83adsfy,bffdd66adsfy,B
15542,#%%$84dsfy,dsfe45vgfs,edf42asdgfw,H%d%70xdff,A
15543,sada38xdff,sada91$*%^&,H%d%33**&%&,sada58$*%^&,A
15544,#%%$57xdff,bffdd46dsffw,edf56dsffw,#%%$73$*%^&,B
15545,#%%$90dsfy,H%d%82xdff,ddsfs90**&%&,ddfs90dsfy,C
15546,H%d%84xfsadf,cxscc26**^&$,cxscc92adsfy,ddsfs44xdff,A
15547,**$@%89**^&$,ddsfs74**^&$,ddfs32adsfy,sada90xdff,D
15548,**$@%83dsfy,bffdd60adsfy,dsfe43xfsadf,#%%$31**&%&,D
15549,cxscc49**^&$,H%d%66dsfy,**$@%65xdff,H%d%81dsffw,B
15550,sada26vgfs,edf63vgfs,bffdd65xdff,edf26dsfy,B
15551,ddfs37xdff,**$@%77asdgfw,#%%$94adsfy,edf62**^&$,D
15552,ddfs75dsffw,ddfs72dsffw,bffdd49asdgfw,ddfs45dsffw,D
15553,ddfs66**^&$,edf56$*%^&,dsfe54vgfs,dsfe80**&%&,A
15554,ddsfs50**&%&,ddsfs75adsfy,H%d%53**&%&,**$@%74xfsadf,D
15555,cxscc62asdgfw,cxscc72vgfs,sada37dsffw,sada48adsfy,B
15556,sada90**^&$,dsfe70xfsadf,cxscc57**^&$,edf71xdff,A
15557,ddfs68dsfy,#%%$92xfsadf,dsfe49vgfs,H%d%74asdgfw,B
15558,sada37xfsadf,ddfs37dsfy,**$@%61**^&$,bffdd81asdgfw,D
15559,dsfe36dsfy,edf79adsfy,H%d%41**&%&,ddfs46vgfs,D
15560,H%d%28xfsadf,cxscc78**&%&,H%d%69$*%^&,dsfe37$*%^&,C
15561,edf51$*%^&,edf65dsfy,ddsfs81adsfy,sada36**&%&,C
15562,bffdd73xdff,#%%$73vgfs,cxscc48dsfy,edf71$*%^&,B
15563,sada57**^&$,sada91xdff,ddsfs37**&%&,cxscc50$*%^&,D
15564,#%%$85xdff,cxscc64**^&$,ddsfs58xdff,**$@%42adsfy,A
15565,edf46$*%^&,ddsfs46**&%&,bffdd40$*%^&,ddsfs79**&%&,B
15566,edf78xdff,sada37vgfs,**$@%90**^&$,dsfe65dsffw,D
15567,sada74**&%&,dsfe29xdff,bffdd52asdgfw,dsfe82dsffw,C
15568,dsfe48vgfs,bffdd60**^&$,edf40asdgfw,**$@%61asdgfw,D
15569,#%%$34asdgfw,sada45xdff,**$@%39dsffw,sada31**&%&,B
15570,H%d%88dsfy,dsfe52xdff,ddfs90**^&$,edf41dsffw,B
15571,cxscc26xdff,ddfs48adsfy,ddsfs91**^&$,dsfe60**&%&,A
15572,**$@%53dsfy,ddfs32dsffw,H%d%53vgfs,edf88xdff,B
15573,dsfe46xdff,dsfe62asdgfw,H%d%62adsfy,dsfe89$*%^&,B
15574,bffdd60xdff,edf64xfsadf,#%%$39xdff,cxscc54$*%^&,D
15575,bffdd51**^&$,#%%$83$*%^&,bffdd75asdgfw,#%%$59adsfy,B
15576,edf30**&%&,cxscc49adsfy,H%d%77**^&$,dsfe42**&%&,D
15577,ddfs28**^&$,ddfs75asdgfw,#%%$50xfsadf,#%%$60asdgfw,D
15578,#%%$61**^&$,cxscc28dsfy,ddfs41dsfy,#%%$71$*%^&,A
15579,#%%$93xfsadf,ddsfs36vgfs,cxscc76**^&$,ddsfs58xfsadf,B
15580,H%d%90**^&$,edf74dsfy,ddsfs29**&%&,#%%$71asdgfw,D
15581,#%%$28xfsadf,cxscc29dsfy,ddsfs71xdff,bffdd67dsfy,D
15582,ddfs59adsfy,ddsfs30adsfy,ddfs78asdgfw,dsfe93dsffw,B
15583,ddfs74xfsadf,edf34vgfs,ddsfs27dsffw,bffdd58vgfs,D
15584,bffdd76dsfy,dsfe28dsffw,sada57dsffw,ddfs68xdff,A
15585,ddfs44$*%^&,sada43asdgfw,edf26**^&$,**$@%36xfsadf,B
15586,edf31asdgfw,sada51dsfy,dsfe50**^&$,edf27xdff,A
15587,**$@%35dsffw,H%d%63**&%&,**$@%81xfsadf,#%%$86dsfy,A
15588,bffdd32**^&$,sada50xfsadf,edf69$*%^&,#%%$36adsfy,B
15589,cxscc46dsffw,ddsfs49dsffw,cxscc94dsfy,bffdd66asdgfw,D
15590,sada49dsffw,#%%$35vgfs,#%%$69xfsadf,sada33dsfy,C
15591,ddsfs75asdgfw,cxscc30xfsadf,sada78vgfs,sada52xdff,C
15592,#%%$27dsffw,edf85vgfs,sada92$*%^&,bffdd42xdff,B
15593,#%%$80dsfy,bffdd70dsffw,dsfe52**&%&,ddsfs35xdff,D
15594,**$@%66vgfs,ddfs84**&%&,cxscc69dsffw,ddfs59xfsadf,B
15595,dsfe56dsfy,#%%$88xfsadf,cxscc87dsffw,dsfe33dsfy,A
15596,cxscc78**&%&,ddfs40xfsadf,sada71vgfs,#%%$45dsffw,D
15597,H%d%27asdgfw,bffdd87$*%^&,dsfe70adsfy,ddsfs27dsfy,B
15598,dsfe72adsfy,bffdd29xfsadf,cxscc53xfsadf,sada57adsfy,C
15599,bffdd55vgfs,cxscc46xfsadf,sada93**^&$,bffdd58**&%&,D
15600,#%%$35xdff,#%%$88adsfy,H%d%31xfsadf,edf30asdgfw,A
15601,ddsfs77dsfy,ddsfs65**&%&,H%d%64xfsadf,edf81dsffw,B
15602,edf63$*%^&,#%%$58adsfy,ddfs80**^&$,ddfs93dsffw,D
15603,#%%$36asdgfw,dsfe75asdgfw,**$@%47asdgfw,H%d%33$*%^&,A
15604,#%%$46dsfy,ddsfs37asdgfw,sada44asdgfw,bffdd50**^&$,A
15605,dsfe34adsfy,sada76dsffw,#%%$79vgfs,cxscc68adsfy,C
15606,#%%$57dsffw,#%%$92**^&$,sada82asdgfw,bffdd61$*%^&,C
15607,ddsfs65xdff,sada52adsfy,edf75**^&$,**$@%44dsfy,B
15608,bffdd45**&%&,H%d%59**&%&,cxscc27xdff,bffdd29$*%^&,D
15609,ddsfs90$*%^&,dsfe26**^&$,**$@%45vgfs,ddsfs74dsffw,B
15610,bffdd75dsfy,ddsfs31dsffw,ddsfs56xfsadf,ddfs82xfsadf,D
15611,**$@%27vgfs,sada38**&%&,H%d%93**^&$,edf57**&%&,B
15612,dsfe91$*%^&,bffdd89xdff,cxscc83xdff,#%%$75**&%&,D
15613,ddfs74dsfy,bffdd68xfsadf,#%%$59dsfy,ddsfs72xfsadf,B
15614,H%d%86vgfs,**$@%74dsffw,ddfs35dsffw,bffdd71**&%&,C
15615,#%%$37xdff,#%%$34**^&$,**$@%50dsfy,#%%$79asdgfw,C
15616,sada37**&%&,#%%$56dsffw,edf39**^&$,edf57$*%^&,A
15617,cxscc43vgfs,**$@%61**^&$,dsfe55$*%^&,dsfe25dsfy,B
15618,sada55xfsadf,H%d%37xdff,bffdd76xdff,edf36vgfs,D
15619,#%%$76$*%^&,edf81**^&$,sada69$*%^&,H%d%67vgfs,C
15620,ddsfs33dsfy,**$@%52dsffw,H%d%59**&%&,edf68dsffw,C
15621,ddsfs46dsffw,cxscc78**&%&,cxscc27adsfy,sada35dsffw,C
15622,edf66dsfy,H%d%59vgfs,sada71dsffw,ddsfs80vgfs,B
15623,edf25adsfy,ddsfs55dsfy,cxscc62dsffw,bffdd80asdgfw,A
15624,bffdd81**&%&,cxscc64dsffw,ddsfs77**&%&,ddfs86**&%&,C
15625,bffdd82adsfy,ddsfs44$*%^&,ddsfs65$*%^&,sada27**^&$,C
15626,dsfe80dsfy,sada93dsfy,sada76vgfs,edf28adsfy,A
15627,bffdd55**^&$,dsfe68$*%^&,#%%$36**&%&,bffdd51$*%^&,D
15628,ddsfs37adsfy,dsfe50$*%^&,sada91**^&$,ddfs63**^&$,B
15629,cxscc41$*%^&,cxscc43**^&$,**$@%35**&%&,dsfe61asdgfw,D
15630,cxscc70dsfy,edf50xfsadf,#%%$71asdgfw,ddfs66xfsadf,C
15631,bffdd51adsfy,dsfe62xdff,edf73**^&$,#%%$62**^&$,D
15632,ddfs87**&%&,bffdd44$*%^&,bffdd70dsfy,sada81xdff,B
15633,dsfe59asdgfw,**$@%52adsfy,ddfs41dsfy,edf25**^&$,D
15634,ddfs81asdgfw,cxscc40xfsadf,edf91asdgfw,sada42**&%&,B
15635,#%%$57**&%&,H%d%89$*%^&,ddfs69dsffw,#%%$47**^&$,A
15636,bffdd55asdgfw,ddfs39**^&$,**$@%40xfsadf,**$@%41dsffw,D
15637,edf65dsffw,bffdd69dsfy,cxscc61adsfy,edf63adsfy,A
15638,dsfe35dsffw,edf79adsfy,**$@%85xdff,**$@%83**&%&,A
15639,bffdd64**&%&,H%d%36asdgfw,dsfe40dsfy,dsfe41dsfy,A
15640,edf93asdgfw,ddsfs37asdgfw,#%%$59dsffw,bffdd38xdff,C
15641,ddsfs45$*%^&,ddfs60asdgfw,H%d%52$*%^&,ddsfs49vgfs,B
15642,edf94xfsadf,bffdd54xdff,**$@%87dsffw,dsfe81dsfy,D
15643,ddsfs68asdgfw,#%%$94$*%^&,ddsfs26dsfy,cxscc54dsfy,D
15644,dsfe26**&%&,dsfe87**&%&,dsfe84vgfs,sada68vgfs,C
15645,dsfe92$*%^&,dsfe51vgfs,sada49adsfy,H%d%59dsfy,A
15646,sada71**^&$,#%%$86xfsadf,bffdd77dsffw,#%%$72**&%&,A
15647,bffdd34**^&$,**$@%48xfsadf,H%d%36**^&$,sada85dsffw,D
15648,edf75**&%&,edf52**&%&,sada66xdff,H%d%54$*%^&,C
15649,ddsfs34dsfy,#%%$78dsffw,edf32xdff,sada69**^&$,B
15650,sada37vgfs,ddsfs86$*%^&,#%%$76dsffw,edf41$*%^&,C
15651,bffdd53**&%&,ddsfs36**^&$,bffdd94dsfy,bffdd36asdgfw,A
15652,bffdd47**^&$,sada59dsfy,bffdd31**^&$,bffdd30$*%^&,D
15653,dsfe37xfsadf,dsfe85vgfs,ddfs69asdgfw,sada88asdgfw,B
15654,bffdd73vgfs,dsfe75vgfs,ddfs88xfsadf,edf55adsfy,D
15655,sada52dsffw,**$@%51**&%&,ddsfs34**&%&,ddsfs63**&%&,C
15656,bffdd37**&%&,cxscc75dsffw,dsfe82xfsadf,dsfe90**^&$,B
15657,sada50**&%&,#%%$53vgfs,ddsfs76dsffw,cxscc57adsfy,A
15658,H%d%44**^&$,**$@%42dsfy,#%%$35vgfs,**$@%83xfsadf,D
15659,sada75**&%&,#%%$47adsfy,sada82adsfy,ddsfs88**^&$,B
15660,H%d%25dsfy,bffdd46**^&$,dsfe59$*%^&,sada54dsfy,A
15661,ddfs71adsfy,bffdd28adsfy,sada55vgfs,cxscc41adsfy,A
15662,bffdd77dsfy,ddsfs55**&%&,cxscc70vgfs,sada61xfsadf,B
15663,sada83**^&$,edf41xfsadf,ddfs90vgfs,bffdd31vgfs,A
15664,bffdd75dsffw,ddfs79$*%^&,dsfe76xdff,H%d%45dsfy,A
15665,ddfs51adsfy,edf72dsffw,H%d%45**^&$,ddsfs89**^&$,A
15666,ddfs33adsfy,dsfe74**^&$,ddfs93$*%^&,bffdd82asdgfw,C
15667,cxscc67dsffw,dsfe60adsfy,dsfe43asdgfw,dsfe77xfsadf,A
15668,sada54dsffw,**$@%30adsfy,edf80adsfy,ddsfs52dsffw,A
15669,H%d%44xdff,ddsfs91xfsadf,edf56xdff,H%d%43asdgfw,B
15670,H%d%29adsfy,ddfs30vgfs,#%%$87**&%&,**$@%29vgfs,D
15671,dsfe40**^&$,cxscc69vgfs,ddfs45**&%&,ddfs54dsffw,C
